"SPECIES_NR","TURBOVEG_NAME","KAPLAN_PLUS_NAME","KAPLAN_PLUS_NAME_SIMPLE","AUTHORSHIP","CZECHVEG_ESY_NAME","CZECHVEG_ESY_NAME_SUBSP","PLANT_GROUP"
1288,"Bartramia halleriana","Bartramia halleriana","Bartramia halleriana","Hedw.","Bartramia halleriana","Bartramia halleriana","bryophyte"
1289,"Bartramia ithyphylla","Bartramia ithyphylla","Bartramia ithyphylla","Brid.","Bartramia ithyphylla","Bartramia ithyphylla","bryophyte"
1290,"Bartramia ithyphylla var. breviseta","Bartramia ithyphylla var. breviseta","Bartramia ithyphylla var. breviseta","Lindb.","Bartramia ithyphylla var. breviseta","Bartramia ithyphylla var. breviseta","bryophyte"
1291,"Bartramia ithyphylla var. ithyphylla","Bartramia ithyphylla var. ithyphylla","Bartramia ithyphylla var. ithyphylla","Brid.","Bartramia ithyphylla var. ithyphylla","Bartramia ithyphylla var. ithyphylla","bryophyte"
1292,"Bartramia pomiformis","Bartramia pomiformis","Bartramia pomiformis","Hedw.","Bartramia pomiformis","Bartramia pomiformis","bryophyte"
1293,"Bartramia pomiformis var. crispa","Bartramia pomiformis var. crispa","Bartramia pomiformis var. crispa","(Brid.) Bruch & Schimp.","Bartramia pomiformis var. crispa","Bartramia pomiformis var. crispa","bryophyte"
1294,"Bartramia pomiformis var. elongata","Bartramia pomiformis var. elongata","Bartramia pomiformis var. elongata","Hedw.","Bartramia pomiformis var. elongata","Bartramia pomiformis var. elongata","bryophyte"
1295,"Bartramia pomiformis var. pomiformis","Bartramia pomiformis var. pomiformis","Bartramia pomiformis var. pomiformis","Brid.","Bartramia pomiformis var. pomiformis","Bartramia pomiformis var. pomiformis","bryophyte"
1296,"Bartramia stricta","Bartramia stricta","Bartramia stricta","Brid.","Bartramia stricta","Bartramia stricta","bryophyte"
1297,"Bartramia subulata","Bartramia subulata","Bartramia subulata","Bruch & Schimp.","Bartramia subulata","Bartramia subulata","bryophyte"
1298,"Bartramia species","Bartramia","Bartramia","Hedw.","Bartramia species","Bartramia","bryophyte"
1299,"Bartsia alpina","Bartsia alpina","Bartsia alpina","L.","Bartsia alpina","Bartsia alpina","vascular"
1300,"Bartsia trixago","Bartsia trixago","Bartsia trixago","L.","Bartsia trixago","Bartsia trixago","vascular"
1301,"Bartsia species","Bartsia","Bartsia","L.","Bartsia species","Bartsia","vascular"
1302,"Bassia hyssopifolia","Bassia hyssopifolia","Bassia hyssopifolia","(Pall.) Kuntze","Bassia hyssopifolia","Bassia hyssopifolia","vascular"
1303,"Bassia laniflora","Bassia laniflora","Bassia laniflora","(S.G.Gmel.) A.J.Scott","Bassia laniflora","Bassia laniflora","vascular"
1304,"Bassia prostrata","Bassia prostrata","Bassia prostrata","(L.) Beck","Bassia prostrata","Bassia prostrata","vascular"
1305,"Bassia scoparia","Bassia scoparia","Bassia scoparia","(L.) Voss","Bassia scoparia","Bassia scoparia","vascular"
1306,"Bassia scoparia ssp. densiflora","Bassia scoparia subsp. densiflora","Bassia scoparia subsp. densiflora","(Turcz. ex Aellen) Cirujano & Velayos","Bassia scoparia","Bassia scoparia","vascular"
1307,"Bassia scoparia ssp. scoparia","Bassia scoparia subsp. scoparia","Bassia scoparia subsp. scoparia","(L.) A.J.Scott","Bassia scoparia","Bassia scoparia","vascular"
1308,"Bassia sedoides","Sedobassia sedoides","Sedobassia sedoides","(Pall.) Freitag & G.Kadereit","Sedobassia sedoides","Sedobassia sedoides","vascular"
1309,"Bassia tricuspis","Sclerolaena tricuspis","Sclerolaena tricuspis","(F.Muell.) Ulbr.","Sclerolaena tricuspis","Sclerolaena tricuspis","vascular"
1310,"Bassia species","Bassia","Bassia","All.","Bassia species","Bassia","vascular"
1311,"Bazzania flaccida","Bazzania flaccida","Bazzania flaccida","(Dumort.) Grolle","Bazzania flaccida","Bazzania flaccida","bryophyte"
1312,"Bazzania pearsonii","Bazzania pearsonii","Bazzania pearsonii","Steph.","Bazzania pearsonii","Bazzania pearsonii","bryophyte"
1313,"Bazzania tricrenata","Bazzania tricrenata","Bazzania tricrenata","(Wahlenb.) Lindb.","Bazzania tricrenata","Bazzania tricrenata","bryophyte"
1314,"Bazzania trilobata","Bazzania trilobata","Bazzania trilobata","(L.) Gray","Bazzania trilobata","Bazzania trilobata","bryophyte"
1315,"Bazzania trilobata var. depauperata","Bazzania trilobata var. depauperata","Bazzania trilobata var. depauperata","(Müll.Frib.) Grolle","Bazzania trilobata var. depauperata","Bazzania trilobata var. depauperata","bryophyte"
1316,"Bazzania trilobata var. trilobata","Bazzania trilobata var. trilobata","Bazzania trilobata var. trilobata","NULL","Bazzania trilobata","Bazzania trilobata","bryophyte"
1317,"Bazzania species","Bazzania","Bazzania","Gray","Bazzania species","Bazzania","bryophyte"
1318,"Beckmannia eruciformis","Beckmannia eruciformis","Beckmannia eruciformis","(L.) Host","Beckmannia eruciformis","Beckmannia eruciformis","vascular"
1319,"Beckmannia species","Beckmannia","Beckmannia","Host","Beckmannia species","Beckmannia","vascular"
1320,"Begonia x semperflorens-cultorum","Begonia ×semperflorens-cultorum","Begonia x semperflorens-cultorum","H.K.Krauss","Begonia x semperflorens-cultorum","Begonia x semperflorens-cultorum","vascular"
1321,"Begonia species","Begonia","Begonia","L.","Begonia species","Begonia","vascular"
1322,"Bellardiochloa variegata","Bellardiochloa variegata","Bellardiochloa variegata","(Lam.) Kerguélen","Bellardiochloa variegata","Bellardiochloa variegata","vascular"
1323,"Bellardiochloa species","Bellardiochloa","Bellardiochloa","Chiov.","Bellardiochloa species","Bellardiochloa","vascular"
1324,"Bellemerea alpina","Bellemerea alpina","Bellemerea alpina","(Sommerf.) Clauzade & Cl.Roux","Bellemerea alpina","Bellemerea alpina","lichen"
1325,"Bellemerea cinereorufescens","Bellemerea cinereorufescens","Bellemerea cinereorufescens","(Ach.) Clauzade & Cl.Roux","Bellemerea cinereorufescens","Bellemerea cinereorufescens","lichen"
1326,"Bellemerea cupreoatra","Bellemerea cupreoatra","Bellemerea cupreoatra","(Nyl.) C.M.Xie","Bellemerea cupreoatra","Bellemerea cupreoatra","lichen"
1327,"Bellemerea diamarta","Bellemerea diamarta","Bellemerea diamarta","(Ach.) Hafellner & Cl.Roux","Bellemerea diamarta","Bellemerea diamarta","lichen"
1328,"Bellemerea sanguinea","Bellemerea sanguinea","Bellemerea sanguinea","(Kremp.) Hafellner & Cl.Roux","Bellemerea sanguinea","Bellemerea sanguinea","lichen"
1329,"Bellemerea subcandida","Bellemerea subcandida","Bellemerea subcandida","(Arnold) Hafellner & Cl.Roux","Bellemerea subcandida","Bellemerea subcandida","lichen"
1330,"Bellemerea subsorediza","Bellemerea subsorediza","Bellemerea subsorediza","(Lynge ex E.Dahl) R.Sant.","Bellemerea subsorediza","Bellemerea subsorediza","lichen"
1331,"Bellemerea species","Bellemerea","Bellemerea","Hafellner & Cl.Roux, 1984","Bellemerea species","Bellemerea","lichen"
1332,"Bellis perennis","Bellis perennis","Bellis perennis","L.","Bellis perennis","Bellis perennis","vascular"
1333,"Bellis species","Bellis","Bellis","L.","Bellis species","Bellis","vascular"
1334,"Belonia herculana","Belonia herculana","Belonia herculana","(Rehm) Hazsl.","Belonia herculana","Belonia herculana","lichen"
1335,"Belonia incarnata","Gyalecta incarnata","Gyalecta incarnata","(Th.Fr. & Graewe) Baloch & Lücking","Belonia incarnata","Belonia incarnata","lichen"
1336,"Belonia russula","Belonia russula","Belonia russula","(Körb. ex Nyl.) Baloch, Lumbsch & Wedin","Belonia russula","Belonia russula","lichen"
1337,"Belonia species","Belonia","Belonia","Körb. ex Nyl.","Belonia species","Belonia","lichen"
1338,"Berberis julianae","Berberis julianae","Berberis julianae","C.K.Schneid.","Berberis julianae","Berberis julianae","vascular"
1339,"Berberis thunbergii","Berberis thunbergii","Berberis thunbergii","DC.","Berberis thunbergii","Berberis thunbergii","vascular"
1340,"Berberis vulgaris","Berberis vulgaris","Berberis vulgaris","L.","Berberis vulgaris","Berberis vulgaris","vascular"
1341,"Berberis species","Berberis","Berberis","L.","Berberis species","Berberis","vascular"
1342,"Bergenia cordifolia","Bergenia cordifolia","Bergenia cordifolia","(Haw.) Sternb.","Bergenia cordifolia","Bergenia cordifolia","vascular"
1343,"Bergenia crassifolia","Bergenia crassifolia","Bergenia crassifolia","(L.) Fritsch","Bergenia crassifolia","Bergenia crassifolia","vascular"
1344,"Bergenia x schmidtii","Bergenia ×schmidtii","Bergenia x schmidtii","(Regel) Silva Tar.","Bergenia x schmidtii","Bergenia x schmidtii","vascular"
1345,"Bergenia species","Bergenia","Bergenia","Moench","Bergenia species","Bergenia","vascular"
1346,"Berteroa incana","Berteroa incana subsp. incana","Berteroa incana subsp. incana","(L.) DC.","Berteroa incana","Berteroa incana","vascular"
1347,"Berteroa mutabilis","Berteroa mutabilis","Berteroa mutabilis","(Vent.) DC.","Berteroa mutabilis","Berteroa mutabilis","vascular"
1348,"Berteroa stricta","Berteroa incana subsp. stricta","Berteroa incana subsp. stricta","(Boiss. & Heldr.) Stoj. & Stef.","Berteroa incana ssp. stricta","Berteroa incana subsp. stricta","vascular"
1349,"Berteroa species","Berteroa","Berteroa","(Linnaeus, 1753)","Berteroa species","Berteroa","vascular"
1350,"Berula erecta","Berula erecta","Berula erecta","(Huds.) Coville","Berula erecta","Berula erecta","vascular"
1351,"Berula species","Berula","Berula","W. D. J. Koch","Berula species","Berula","vascular"
1352,"Beta trigyna","Beta trigyna","Beta trigyna","Waldst. & Kit.","Beta trigyna","Beta trigyna","vascular"
1353,"Beta vulgaris","Beta vulgaris","Beta vulgaris","L.","Beta vulgaris","Beta vulgaris","vascular"
1354,"Beta species","Beta","Beta","L.","Beta species","Beta","vascular"
1355,"Betonica alopecuros","Betonica alopecuros","Betonica alopecuros","L.","Betonica alopecuros","Betonica alopecuros","vascular"
1356,"Betonica hirsuta","Betonica hirsuta","Betonica hirsuta","L.","Betonica hirsuta","Betonica hirsuta","vascular"
1357,"Betonica officinalis","Betonica officinalis","Betonica officinalis","L.","Betonica officinalis","Betonica officinalis","vascular"
1358,"Betonica species","Betonica","Betonica","L.","Betonica species","Betonica","vascular"
1359,"Betula humilis","Betula humilis","Betula humilis","Schrank","Betula humilis","Betula humilis","vascular"
1360,"Betula nana","Betula nana","Betula nana","L.","Betula nana","Betula nana","vascular"
1361,"Betula pendula","Betula pendula","Betula pendula","Roth","Betula pendula","Betula pendula","vascular"
1362,"Betula pubescens","Betula pubescens","Betula pubescens","Ehrh.","Betula pubescens","Betula pubescens","vascular"
1363,"Betula pubescens ssp. carpatica","Betula pubescens subsp. carpatica","Betula pubescens subsp. carpatica","(Waldst. & Kit. ex Willd.) Asch. & Graebn.","Betula pubescens ssp. carpatica","Betula pubescens subsp. carpatica","vascular"
1364,"Betula pubescens ssp. pubescens","Betula pubescens subsp. carpatica","Betula pubescens subsp. carpatica","(Waldst. & Kit. ex Willd.) Asch. & Graebn.","Betula pubescens ssp. carpatica","Betula pubescens subsp. carpatica","vascular"
1365,"Betula obscura","Betula pendula var. obscura","Betula pendula var. obscura","(Kotula ex Fiek) Olšavská","Betula pendula var. obscura","Betula pendula var. obscura","vascular"
1366,"Betula oycoviensis","Betula pendula var. oycoviensis","Betula pendula var. oycoviensis","(Besser) Dippel","Betula pendula var. oycoviensis","Betula pendula var. oycoviensis","vascular"
1367,"Betula species","Betula","Betula","L.","Betula species","Betula","vascular"
1368,"Biatora cuprea","Biatora cuprea","Biatora cuprea","(Sommerf.) Fr.","Biatora cuprea","Biatora cuprea","lichen"
1369,"Biatora epixanthoides","Biatora epixanthoides","Biatora epixanthoides","(Nyl.) Diederich","Biatora epixanthoides","Biatora epixanthoides","lichen"
1370,"Biatora epixanthoidiza","Biatora epixanthoidiza","Biatora epixanthoidiza","(Nyl.) Diederich","Biatora epixanthoidiza","Biatora epixanthoidiza","lichen"
1371,"Biatora helvola","Biatora helvola","Biatora helvola","Körb.","Biatora helvola","Biatora helvola","lichen"
1372,"Biatora humida","Biatora humida","Biatora humida","(Kullh.) Lumbsch","Biatora humida","Biatora humida","lichen"
1373,"Biatora pilularis","Biatora pilularis","Biatora pilularis","(Dicks.) S.Ekman & Printzen","Biatora pilularis","Biatora pilularis","lichen"
1374,"Biatora vernalis","Biatora vernalis","Biatora vernalis","(L.) Fr.","Biatora vernalis","Biatora vernalis","lichen"
1375,"Biatora species","Biatora","Biatora","Ach., 1809","Biatora species","Biatora","lichen"
1376,"Biatorella flavella","Biatorella flavella","Biatorella flavella","(Nyl.) Lettau","Biatorella flavella","Biatorella flavella","lichen"
1377,"Biatorella fossarum","Biatorella fossarum","Biatorella fossarum","(Dufour) Th.Fr.","Biatorella fossarum","Biatorella fossarum","lichen"
1378,"Biatorella hemisphaerica","Biatorella hemisphaerica","Biatorella hemisphaerica","Anzi","Biatorella hemisphaerica","Biatorella hemisphaerica","lichen"
1379,"Biatorella heterospora","Biatorella heterospora","Biatorella heterospora","De Not., 1846","Biatorella heterospora","Biatorella heterospora","lichen"
1380,"Biatorella microhaema","Biatorella microhaema","Biatorella microhaema","(Norman) R.A.Anderson","Biatorella microhaema","Biatorella microhaema","lichen"
1381,"Biatorella monasteriensis","Biatorella monasteriensis","Biatorella monasteriensis","(J.Lahm ex Körb.) J.Lahm","Biatorella monasteriensis","Biatorella monasteriensis","lichen"
1382,"Biatorella ochrophora","Biatorella ochrophora","Biatorella ochrophora","(Nyl.) Hafellner","Biatorella ochrophora","Biatorella ochrophora","lichen"
1383,"Biatorella tiroliensis","Biatorella tiroliensis","Biatorella tiroliensis","H.Magn.","Biatorella tiroliensis","Biatorella tiroliensis","lichen"
1384,"Biatorella species","Biatorella","Biatorella","De Not., 1846","Biatorella species","Biatorella","lichen"
1385,"Biatoropsis usnearum","Biatoropsis usnearum","Biatoropsis usnearum","Räsänen","Biatoropsis usnearum","Biatoropsis usnearum","lichen"
1386,"Biatoropsis species","Biatoropsis","Biatoropsis","Räsänen","Biatoropsis species","Biatoropsis","lichen"
1387,"Bidens bipinnatus","Bidens bipinnata","Bidens bipinnata","L.","Bidens bipinnatus","Bidens bipinnatus","vascular"
1388,"Bidens cernuus","Bidens cernua","Bidens cernua","L.","Bidens cernua","Bidens cernua","vascular"
1389,"Bidens connatus","Bidens connata","Bidens connata","Muhl. ex Willd.","Bidens connata","Bidens connata","vascular"
1390,"Bidens frondosus","Bidens frondosa","Bidens frondosa","L.","Bidens frondosa","Bidens frondosa","vascular"
1391,"Bidens pilosus","Bidens pilosa","Bidens pilosa","L.","Bidens pilosa","Bidens pilosa","vascular"
1392,"Bidens radiatus","Bidens radiata","Bidens radiata","Thuill.","Bidens radiata","Bidens radiata","vascular"
1393,"Bidens tripartitus","Bidens tripartita","Bidens tripartita","L.","Bidens tripartita","Bidens tripartita","vascular"
1394,"Bidens tripartitus ssp. tripartitus","Bidens tripartita","Bidens tripartita","L.","Bidens tripartita","Bidens tripartita","vascular"
1395,"Bidens vulgatus","Bidens vulgatus","Bidens vulgatus","Greene","Bidens vulgatus","Bidens vulgatus","vascular"
1396,"Bidens species","Bidens","Bidens","L.","Bidens species","Bidens","vascular"
1397,"Bifora radians","Bifora radians","Bifora radians","M.Bieb.","Bifora radians","Bifora radians","vascular"
1398,"Bifora species","Bifora","Bifora","Hoffm.","Bifora species","Bifora","vascular"
1399,"Biscutella laevigata","Biscutella laevigata","Biscutella laevigata","L.","Biscutella laevigata ssp. varia","Biscutella laevigata subsp. varia","vascular"
1400,"Biscutella laevigata ssp. austriaca","Biscutella laevigata subsp. austriaca","Biscutella laevigata subsp. austriaca","(Jord.) Mach.-Laur.","Biscutella laevigata ssp. austriaca","Biscutella laevigata subsp. austriaca","vascular"
1401,"Biscutella laevigata ssp. kerneri","Biscutella laevigata subsp. kerneri","Biscutella laevigata subsp. kerneri","Mach.-Laur.","Biscutella laevigata ssp. kerneri","Biscutella laevigata subsp. kerneri","vascular"
1402,"Biscutella laevigata ssp. laevigata","Biscutella laevigata subsp. laevigata","Biscutella laevigata subsp. laevigata",NA,"Biscutella laevigata ssp. laevigata","Biscutella laevigata subsp. laevigata","vascular"
1403,"Biscutella laevigata ssp. austriaca ""austriaca""","Biscutella laevigata subsp. austriaca ""austriaca""","Biscutella laevigata subsp. austriaca ""austriaca""","(Jord.) Mach.-Laur.","Biscutella laevigata ssp. austriaca ""austriaca""","Biscutella laevigata subsp. austriaca ""austriaca""","vascular"
1404,"Biscutella laevigata ssp. austriaca ""hungarica""","Biscutella laevigata subsp. austriaca ""hungarica""","Biscutella laevigata subsp. austriaca ""hungarica""","(Jord.) Mach.-Laur.","Biscutella laevigata ssp. austriaca ""hungarica""","Biscutella laevigata subsp. austriaca ""hungarica""","vascular"
1405,"Biscutella laevigata ssp. varia auct.","Biscutella laevigata subsp. varia","Biscutella laevigata subsp. varia","(Dumort.) Rouy & Foucaud","Biscutella laevigata ssp. varia","Biscutella laevigata subsp. varia","vascular"
1406,"Biscutella species","Biscutella","Biscutella","L.","Biscutella species","Biscutella","vascular"
1407,"Blackstonia acuminata","Blackstonia acuminata","Blackstonia acuminata","(W.D.J.Koch & Ziz) Domin","Blackstonia acuminata","Blackstonia acuminata","vascular"
1408,"Blackstonia perfoliata","Blackstonia perfoliata","Blackstonia perfoliata","(L.) Huds.","Blackstonia perfoliata","Blackstonia perfoliata","vascular"
1409,"Blackstonia perfoliata agg.","Blackstonia perfoliata agg.","Blackstonia perfoliata agg.","Huds.","Blackstonia perfoliata agg.","Blackstonia perfoliata agg.","vascular"
1410,"Blackstonia species","Blackstonia","Blackstonia","Huds.","Blackstonia species","Blackstonia","vascular"
1411,"Blasia pusilla","Blasia pusilla","Blasia pusilla","L.","Blasia pusilla","Blasia pusilla","bryophyte"
1412,"Blasia species","Blasia","Blasia","L.","Blasia species","Blasia","bryophyte"
1413,"Blechnum spicant","Blechnum spicant","Blechnum spicant","(L.) Roth","Blechnum spicant","Blechnum spicant","vascular"
1414,"Blechnum species","Blechnum","Blechnum","L.","Blechnum species","Blechnum","vascular"
1415,"Blepharostoma trichophyllum","Blepharostoma trichophyllum","Blepharostoma trichophyllum","(L.) Dumort.","Blepharostoma trichophyllum","Blepharostoma trichophyllum","bryophyte"
1416,"Blepharostoma species","Blepharostoma","Blepharostoma","(Dumort.) Dumort.","Blepharostoma species","Blepharostoma","bryophyte"
1417,"Blindia acuta","Blindia acuta","Blindia acuta","(Hedw.) Bruch & Schimp.","Blindia acuta","Blindia acuta","bryophyte"
1418,"Blindia caespiticia","Blindia caespiticia","Blindia caespiticia","(F.Weber & D.Mohr) Müll.Hal.","Blindia caespiticia","Blindia caespiticia","bryophyte"
1419,"Blindia species","Blindia","Blindia","Bruch & Schimp.","Blindia species","Blindia","bryophyte"
1420,"Blysmus compressus","Blysmus compressus","Blysmus compressus","(L.) Panz. ex Link","Blysmus compressus","Blysmus compressus","vascular"
1421,"Blysmus species","Blysmus","Blysmus","Schult.","Blysmus species","Blysmus","vascular"
1422,"Bolboschoenus maritimus","Bolboschoenus maritimus","Bolboschoenus maritimus","(L.) Palla","Bolboschoenus maritimus","Bolboschoenus maritimus","vascular"
1423,"Bolboschoenus species","Bolboschoenus","Bolboschoenus","(Asch.) Palla","Bolboschoenus species","Bolboschoenus","vascular"
1424,"Bombycilaena erecta","Bombycilaena erecta","Bombycilaena erecta","(L.) Smoljan.","Bombycilaena erecta","Bombycilaena erecta","vascular"
1425,"Bombycilaena species","Bombycilaena","Bombycilaena","(DC.) Smoljan.","Bombycilaena species","Bombycilaena","vascular"
1426,"Borago officinalis","Borago officinalis","Borago officinalis","L.","Borago officinalis","Borago officinalis","vascular"
1427,"Borago species","Borago","Borago","L.","Borago species","Borago","vascular"
1428,"Bothriochloa ischaemum","Bothriochloa ischaemum","Bothriochloa ischaemum","(L.) Keng","Bothriochloa ischaemum","Bothriochloa ischaemum","vascular"
1429,"Bothriochloa species","Bothriochloa","Bothriochloa","Kuntze","Bothriochloa species","Bothriochloa","vascular"
1430,"Botrychium lanceolatum","Botrychium lanceolatum","Botrychium lanceolatum","(S.G.Gmel.) Ångstr.","Botrychium lanceolatum","Botrychium lanceolatum","vascular"
1431,"Botrychium lunaria","Botrychium lunaria","Botrychium lunaria","(L.) Sw.","Botrychium lunaria","Botrychium lunaria","vascular"
1432,"Botrychium matricariifolium","Botrychium matricariifolium","Botrychium matricariifolium","(Döll) A.Braun ex Koch","Botrychium matricariifolium","Botrychium matricariifolium","vascular"
1433,"Botrychium multifidum","Botrychium multifidum","Botrychium multifidum","(S.G.Gmel.) Rupr.","Botrychium multifidum","Botrychium multifidum","vascular"
1434,"Botrychium simplex","Botrychium simplex","Botrychium simplex","E.Hitchc.","Botrychium simplex","Botrychium simplex","vascular"
1435,"Botrychium virginianum","Botrychium virginianum","Botrychium virginianum","Hook.f., 1850","Botrychium virginianum","Botrychium virginianum","vascular"
1436,"Botrychium species","Botrychium","Botrychium","Sw.","Botrychium species","Botrychium","vascular"
1437,"Botrydium granulatum","Botrydium granulatum","Botrydium granulatum","(L.) Grev.","Botrydium granulatum","Botrydium granulatum","alga"
1438,"Botrydium species","Botrydium","Botrydium","R.Br.","Botrydium species","Botrydium","alga"
1439,"Bowlesia incana","Bowlesia incana","Bowlesia incana","Ruiz & Pav.","Bowlesia incana","Bowlesia incana","vascular"
1440,"Bowlesia species","Bowlesia","Bowlesia","Ruiz et Pav.","Bowlesia species","Bowlesia","vascular"
1441,"Brachydontium trichodes","Brachydontium trichodes","Brachydontium trichodes","(F.Weber) Milde","Brachydontium trichodes","Brachydontium trichodes","bryophyte"
1442,"Brachydontium species","Brachydontium","Brachydontium","Fürnr.","Brachydontium species","Brachydontium","bryophyte"
1443,"Brachymenium commutatum","Brachymenium commutatum","Brachymenium commutatum","(Dozy & Molk.) J.R.Spence & H.P.Ramsay","Brachymenium commutatum","Brachymenium commutatum","bryophyte"
