"REFERENCE","REFERENCE_AUTHOR","REFERENCE_YEAR","REFERENCE_TITLE","REFERENCE_JOURNAL"
400503,"Válek B.",1942,"Příspěvek k poznání Cariceta Davallianae v severovýchodních Čechách.","Věstn. Král. Čes. Společ. Nauk, Praha, 13: 1-6 (separ. 1942)."
400504,"Válek B.",1951,"Caricetum Davallianae na půdách s kyselou půdní reakcí.","Věstn. Král. Čes. Společ. Nauk, Praha, 6: 1-10 (separ. 1951)."
400505,"Válek B.",1951,"Další příspěvek k poznání ekologických poměrů porostů pěchavy bažinné (Seslerietum uliginosae Klika) v severovýchodních Čechách.","Věstn. Král. Čes. Společ. Nauk, Praha, 5: 1-11."
400506,"Vicherek J.",1955,"Nové nálezy některých vzácnějších rostlin z Moravskoslezských Beskyd a Hrubého Jeseníku.","Přírod. Sborn. Ostrav. Kraje, Ostrava, 16: 412-417."
400507,"Kopecký K.",1969,"Calamagrostis pseudophragmites (Hall. fil.) Koel. na Divoké Orlici v severovýchodních Čechách.","Zpr. Čs. Bot. Společ., Praha, 4: 113-117."
400508,"Preis K.",1937,"Die Besiedlung der Blockhalden in der Biberklamm. Vegetationsstudien im böhmischen Mittelgebirge I.","Beih. Bot. Cbl., Jena, sect. B, 57: 521-576."
400509,"Šimr J.",1931,"Vegetace na drolinách Milešovského středohoří.","Věda Přír., Praha, 12: 92-101."
400511,"Klika J.",1929,"Rostlinná společenstva sněhových políček v Alpách a u nás.","Příroda, Brno, 22: 89-95."
400512,"Bednář V.",1960,"Rostlinná společenstva Břidličné v Hrubém Jeseníku.","Acta Univ. Palack. Olomuc., Praha, Biol., 5/2: 5-16."
400513,"Mattick F.",1941,"Die Vegetation frostgeformter Böden der Arktis, der Alpen und des Riesengebirges.","Feddes Repert. Spec. Nov. Regn. Veget., Berlin, beih., 126: 128-184."
400514,"Jeník J.",1960,"O rozšíření a ekologii jeřábu sudetského [Sorbus sudetica (Tausch) Hedlund.].","Dendrol. Sborn., Ostrava, 2: 7-30."
400515,"Pavlů L. et Burda J.",1999,"Příspěvek k floristickému poznání Bukovce v Jizerských horách.","Sborn. Severočes. Mus., Liberec, Přír. Vědy, 21: 95-117."
400516,"Hadač E.",1966,"Rozšíření černýše českého (Melampyrum bohemicum Kerner) v Československu.","Preslia, Praha, 38: 403-412."
400517,"Mikyška R.",1928,"Lesní typy na Královéhradecku. (Nástin geobotanický).","Lesn. Pr., Písek, 7: 563-587."
400518,"Neuhäusl R. et Neuhäuslová-Novotná Z.",1967,"Syntaxonomische Revision der azidophilen Eichen- und Eichenmischwälder im westlichen Teile der Tschechoslowakei.","Folia Geobot. Phytotax., Praha, 2: 1-41."
400519,"Pospíšil V.",1954,"Nástin vegetace přírodních reservací u Hranic a jejich geobotanický význam.","Ochr. Přír., Praha, 9: 165-168."
400520,"Samek V.",1957,"Lesy středního Povltaví. Část I. Polesí Klínec.","Pr. Výzk. Úst. Lesn., 12: 6-63."
400521,"Sigmond J.",1936,"Ein beachtenswerter Waldrest in Westböhmen.","Natur u. Heimat, Aussig [Ústí nad Labem], 7: 52-57."
400522,"Sofron J.",1966,"Příspěvek k vegetačním poměrům Žďáru u Rokycan.","Zprav. Západočes. Poboč. ČSBS, Plzeň, 1966/3: 2-4."
400523,"Svoboda P.",1940,"Naše lípy.","Krása Našeho Domova, Praha, 32: 164-171 et 190-198."
400524,"Šimr J.",1932,"Nízko položená lokalita Goodyera repens R. Br. v Poohří.","Čas. Nár. Mus., Praha, sect. natur., 106: 66."
400525,"Šimr J.",1932,"Nová lokalita Arctostaphylos uva-ursi Spreng. v Českém Středohoří.","Čas. Nár. Mus., Praha, sect. natur., 106: 66-67."
400526,"Šimr J.",1933,"Lesní společenstva na Libochovicku.","Lesn. Pr., Písek, 12: 329-356."
400527,"Vaněk J.",1957,"Roční periodické kolísání úživnosti dubového porostu (keřového patra) pro zvěř.","Přírod. Sborn. Ostrav. Kraje, Ostrava, 18: 520-542."
400530,"Mikyška R.",1926,"Reservace ,,Na bahně' u Bělče nad Orlicí na Královéhradecku.","Spisy Přírod. Fak. Karl. Univ., Praha, 50: 1-19."
400532,"Osvačilová V.",1956,"Druhé nálezisko Urtica kiovensis v ČSR.","Biológia, Bratislava, 11: 166-168."
400533,"Smejkal M.",1951,"Ptačinec dlouholistý ve Žďárských horách.","Čs. Bot. Listy, Praha, 4: 29-31."
400534,"Berta J.",1961,"Beitrag zur Ökologie und Verbreitung von Aldrovanda vesiculosa L.","Biológia, Bratislava, 16: 561-573."
400535,"Hejný S.",1945,"Příspěvek k ekologii rybničních společenstev rostlinných.","Věda Přír., Praha, 23: 141-144."
400536,"Ambrož J.",1939,"Květena obnažené půdy rybničné v oblasti třeboňské.","Sborn. Přírod. Klubu Jihlava, 2: 3-84."
400537,"Hejný S.",1962,"Über die Bedeutung der Schwankungen des Wasserspiegels für die Charakteristik der Makrophytengesellschaften in den mitteleuropäischen Gewässern.","Preslia, Praha, 34: 359-367."
400538,"Klika J.",1935,"Příspěvek k poznání rybničních společností Novohradských hor.","Čas. Nár. Mus., Praha, sect. natur., 109: 108-112."
400539,"Klika J.",1935,"Die Pflanzengesellschaften des entblössten Teichbodens in Mitteleuropa.","Beih. Bot. Cbl., Jena, sect. B, 53: 286-310."
400540,"Mattauch F.",1937,"Ueber die Besiedlung der vegetationsfreien Ostufer und die Entstehung der Polytricheten am Hirschberger Grossteich.","Natur u. Heimat, Aussig [Ústí nad Labem], 8: 34-38."
400541,"Gazda J.",1958,"Příspěvek k fytocenologii jihočeských rybníků.","Sborn. Kraj. Vlastiv. Muz. České Budějovice - Přír. Vědy, 1: 64-76."
400542,"Kopecký K.",1963,"Příspěvek k fytocenologickému hodnocení flóry obnaženého rybničního dna v severovýchodních Čechách.","Vlastiv. Sborn. Vých. Čechy [CZ], 1963(1962): 169-182."
400543,"Preis K.",1937,"Eine bemerkenswerte Pflanzengesellschaft unserer Lehmäcker.","Natur u. Heimat, Aussig [Ústí nad Labem], 8: 38-41."
400544,"Šeda Z.",1967,"Vegetace litorálu některých moravských přehrad. Část I. Přirozený vývoj vegetace na březích vodní nádrže u Žermanic (okr. Frýdek-Místek).","Folia Fac. Sci. Natur. Univ. Purkyn. Brun., Brno, Biol. 8/7: 1-26."
400545,"Šeda Z.",1967,"Vegetace litorálu některých moravských přehrad. Část II. Zarůstání vodní nádrže u Mostiště (okr. Žďár nad Sáz.).","Folia Fac. Sci. Natur. Univ. Purkyn. Brun., Brno, Biol. 8/7: 27-65."
400546,"Šmarda F.",1961,"Rostlinná společenstva území přesypových písků lesa Doubravy u Hodonína.","Pr. Brněn. Zákl. Čs. Akad. Věd, Brno, 33/1: 1-56."
400547,"Vicherek J.",1969,"Poznámky k syntaxonomii asociace Cyperus fuscus-Chenopodium glaucum as. Klika 1935.","Spisy Přírod. Fak. Masaryk. Univ. Brno, ser. L 36, 1969/3, no. 501: 63-73."
400549,"Čeřovský J.",1957,"Rojovník bahenní Ledum palustre L. v Labském pískovcovém pohoří.","Ochr. Přír., Praha, 12: 97-110."
400550,"Dohnal Z.",1960,"Rašeliniště 'Pustý rybník' u Mimoně.","Ochr. Přír., Praha, 15: 172-174."
400551,"Dohnal Z.",1961,"Rašeliniště a slatiniště Polomených hor.","Anthropozoikum, Praha, 9: 241-276."
400553,"Mejstřík V.",1967,"Průzkum Polského rašeliniště (Polakenheide) a Novodomského rašeliniště (Seeheide) v prostoru Hora Sv. Šebestiána - Načetín v Krušných horách.","Čs. Ochr. Prír., Bratislava, 3: 101-125."
400554,"Rudolph K.",1928,"Die bisherigen Ergebnisse der botanischen Mooruntersuchungen in Böhmen. I. Die Moortypen Böhmens.","Beih. Bot. Cbl., Jena, sect. B, 45: 1-64."
400555,"Rudolph K., Firbas F. et Sigmond H.",1928,"Das Koppenplanmoor im Riesengebirge. (Ein Beispiel für den subalpinen Moortypus in Böhmen).","Lotos, Prag, 76: 173-222."
400556,"Šmarda J.",1948,"Rašeliniště u Rejvízu.","Ochr. Přír., Praha, 3: 1-6."
400557,"Váňa J.",1962,"Společenstva rašelinišť u Hory sv. Šebestiána.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400558,"Smejkal M.",1959,"Doplňky a kritické poznámky ke květeně Jihlavska.","Vlastiv. Sborn. Vysočiny, Jihlava, sect. natur., 3: 53-61."
400559,"Peřina V. et Lokvenc T.",1955,"K otázce zalesnění kalamitních holin.","Pr. Výzk. Úst. Lesn., 9: 33-50."
400560,"Štěpán J.",1964,"Vegetační poměry výsypek hnědouhelných dolů v okolí Teplic v Čechách.","Čas. Nár. Muz., Praha, sect. natur., 133: 22-30."
400561,"Klika J.",1936,"Sukcession auf den Fluss-Alluvionen der Westkarpathen.","Ber. Schweiz. Bot. Ges., Berlin, 46: 248-265."
400562,"Kopecký K.",1961,"Fytoekologický a fytocenologický rozbor porostů Phalaris arundinacea L. na náplavech Berounky. (Příspěvek o vlivu pobřežní vegetace na sedimentační činnost vodních toků).","Rozpr. Čs. Akad. Věd, Praha, ser. math.-natur., 71/6: 1-105."
400563,"Slavík B. et Lhotská M.",1967,"Chorologie und Verbreitungsbiologie von Echinocystis lobata (Michx) Torr. et Gray mit besonderer Berücksichtigung ihres Vorkommens in der Tschechoslowakei.","Folia Geobot. Phytotax., Praha, 2: 255-282."
400564,"Grüll F. et Priszter S.",1969,"Amaranthus patulus Bertoloni - eine neue Art der tschechoslowakischen Flora.","Preslia, Praha, 41: 245-247."
400565,"Hejný S.",1958,"Iva xanthifolia Nutt. v ČSR. Příspěvek ke studiu karanténních plevelů.","Acta Fac. Rer. Natur. Univ. Comen. - Bot., Bratislava, 2/7-9: 323-342."
400567,"Krippelová T.",1969,"Verbreitung der Iva xanthifolia Nutt. und ihr Vorkommen in den Pflanzengesellschaften in der ČSSR.","Biológia, Bratislava, 24: 738-759."
400568,"Kühn F.",1955,"Polní plevele v oblasti východně Frýdku.","Přírod. Sborn. Ostrav. Kraje, Ostrava, 16: 1-39."
400569,"Kühn F.",1963,"Polní plevele školního statku Žabčice.","Sborn. Vys. Šk. Zeměd. Brno, ser. A, 1963: 11-21."
400570,"Kühn F.",1965,"Polní plevele Osoblažska. I. část - celková charakteristika.","Čas. Slez. Muz. Opava, ser. A, 14: 99-107."
400571,"Klika J.",1935,"Příspěvek k poznání našich ruderálních společenstev.","Věda Přír., Praha, 16: 119-122."
400572,"Kopecký K.",1969,"Zur Syntaxonomie der natürlichen nitrophilen Saumgesellschaften in der Tschechoslowakei und zur Gliederung der Klasse Galio-Urticetea.","Folia Geobot. Phytotax., Praha, 4: 235-259."
400573,"Neuhäuslová-Novotná Z. et Neuhäusl R.",1970,"Zum Vorkommen des Agropyro repentis-Aegopodietum podagrariae Tx. 1967 in Böhmen.","Preslia, Praha, 42: 82-89."
400574,"Neuhäuslová-Novotná Z., Neuhäusl R. et Hejný S.",1969,"Beitrag zu den Gesellschaften des Verbandes Aegopodion podagrariae Tx. 1967 in der Tschechoslowakei.","Mitt. Florist.-Soziol. Arb.-Gem., Göttingen, 14: 136-152."
400575,"Tüxen R.",1969,"Ausdauernde nitrophile Saumgesellschaften Mitteleuropas.","Contr. Bot., 1967: 431-453."
400576,"Kadlus Z.",1958,"Přirozené zmlazování modřínu na nelesních půdách v Orlických horách.","Pr. Výzk. Úst. Lesn., 15: 167-191."
400577,"Blažková D.",1991,"Vegetation der Frischwiesen des Böhmischen Erzgebirges und der angrenzenden Gebiete. I. Naturverhältnisse, Trockenrasen, Weiden und Wiesen des unteren Gebirgsraumes.","Folia Mus. Rer. Natur. Bohem. Occid., Plzeň, Bot., 33: 1-42."
400578,"Blažková D.",1991,"Vegetation der Frischwiesen des Böhmischen Erzgebirges und der angrenzenden Gebiete. II. Gesellschaften des höheren Gebirgsraumes.","Folia Mus. Rer. Natur. Bohem. Occid., Plzeň, Bot., 34: 1-78."
400579,"Vicherek J.",1972,"Rostlinná společenstva obnažených půd rybníka ,,Velké Dářko' na Českomoravské vysočině.","Vlastiv. Sborn. Vysočiny, Jihlava, sect. natur., 7: 35-52."
400580,"Fiala K.",1964,"Vodní rostlinná společenstva aluviální nivy Dyje.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
400581,"Turoňová D.",1987,"Vegetace SPR Hradčanské rybníky u Mimoně.","Sborn. Severočes. Mus., Liberec, Přír. Vědy, 16: 127-148."
400582,"Višňák R.",1991,"Společenstva s celíkem kanadským (Solidago canadensis L.) v antropogenní krajině.","Preslia, Praha, 63: 291-304."
400583,"Kolbek J. et al.",1999,"Vegetace Chráněné krajinné oblasti Křivoklátsko. 1. Vývoj krajiny a vegetace, vodní, pobřežní a luční společenstva.","AOPK ČR et Bot.Úst. AV ČR, Praha."
400584,"Krahulec F.",1986,"Syntaxonomie společenstev se smilkou tuhou (Nardus stricta) v Krkonoších a Orlických horách.","Ms. [Dis. pr., depon. in: Bot. Ústav AV ČR, Průhonice.]"
400585,"Jiráková J.",1980,"Vegetace skalních komplexů středního toku Vltavy. 1. a 2.","Ms. [Dis. pr., depon. in: Kat. bot. PřF UK, Praha.]"
400586,"Koutecká V.",1980,"Ekologická a fytocenologická charakteristika Poodří.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400587,"Hrdina P.",1982,"Xerothermní bylinná vegetace předšumavských vápenců.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400588,"Kolbek J.",1979,"Společenstva řádu Festucetalia valesiacae v Čechách, syntaxonomická revize. 1.-3.","Ms. [Dis. pr., depon. in: Bot. Ústav AV ČR, Průhonice.]"
400589,"Sofron J.",1998,"Notizen zu den ausgesuchten Pflanzengesellschaften des zentralen Brdywaldes.","Folia Mus. Rer. Natur. Bohem. Occid., Plzeň, Bot., 41: 1-40."
400590,"Kuželová I.",1999,"Lesní vegetace Hostýnských vrchů.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
400591,"Jatiová M.",1962,"Nástin vegetačních poměrů povodí Šlapanky.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
400592,"Unar J.",1975,"Xerothermní a subxerothermní vegetace Moravského krasu.","Ms. [Závěr. zpr., depon. in: BÚ ČSAV Průhonice.]"
400593,"Unar J.",1980,"Xerothermní a subxerothermní bylinné vegetace na vápencových ostrůvcích střední Moravy.","Ms. [Závěr. zpr., depon. in: Bot. Úst. AV ČR, Průhonice.]"
400594,"Hašková J.",1990,"Materiály ke květeně Čertova břemene (Votická vrchovina).","Zpr. Čs. Bot. Společ., Praha, 25: 59-69."
400595,"Kurka R.",1990,"Lindernia dubia - nový zavlečený druh v Československu.","Zpr. Čs. Bot. Společ., Praha, 25: 47-48."
400596,"Chytrý M.",1990,"Melicetum ciliatae Kaiser 1926 na Znojemsku.","Zpr. Čs. Bot. Společ., Praha, 25: 71-75."
400597,"Fiedler J.",1975,"Fytocenologické poměry chráněných a k ochraně navržených území Jičínska.","Pr. a Stud., sect. Ochr. Přír. a Kraj. [CZ], 6-7: 119-151."
400598,"Petříček V.",1969,"Fytogeografické poměry Mladoboleslavska se zvláštním zřetelem na teplomilnou květenu.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400599,"Petříček V.",1974,"Fytogeografické poměry západní části České křídové tabule.","Ms. [Rigor. pr., depon. in: PřF UK, Praha.]"
400600,"Studnička M.",1972,"Bílé stráně Českého středohoří.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400601,"Studnička M.",1973,"Bílé stráně Českého středohoří. Studie ekologická a fytocenologická.","Ms. [Rigor. pr., depon. in: PřF UK, Praha.]"
400602,"Pivničková M.",1971,"Vegetace skalních stepí v Praze 7 - Podhoří.","Zpr. Čs. Bot. Společ., Praha, 6: 77-84."
400604,"Rydlo J.",1992,"Vodní makrofyta rybníků a tůní na Křivoklátsku.","Muz. Současnost, Roztoky u Prahy, ser. natur., 6: 109-178."
400605,"Kopecký K. et Husová M.",1987,"Mizející společenstva svazu Bromion erecti KOCH 1926 ve středním Polabí.","Preslia, Praha, 59: 167-172."
400606,"Vágenknecht V.",1962,"Vegetace a teplota v údolí Vltavy u Živohoště.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400607,"Pivničková M.",1973,"Příspěvek ke studiu vegetačních gradientů a hranic v xerotermních společenstvech středních Čech.","Preslia, Praha, 45: 165-182."
400608,"Hradecká D.",1966,"Luční společenstva Milešovského Středohoří.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400609,"Kolbek J.",1999,"Der Unterverband Coronillo variae-Festucenion rupicolae in Böhmen.","Tuexenia, Göttingen, 19: 343-349."
400610,"Jaroš V.",1980,"Vegetační poměry hadcového obvodu bečvárského.","Stud.  ČSAV, Praha, 1980/1: 189-202."
400611,"Kubíková J. et Kučera T.",1999,"Diverzita vegetace Bílých Karpat na příkladu Předních luk a okolí.","Sborn. Přírod. Klubu Uherské Hradiště, 4: 19-58."
400612,"Jirásek J.",1995,"Nejcennější plochy Železných hor.","Železné hory. Sborn. Pr., Nasavrky, 3: 1-211."
400613,"Uhlířová I.",1990,"Pobřežní flóra a vegetace Berounky v CHKO Křivoklátsko.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400614,"Nový P.",1968,"Vegetační poměry v údolí řeky Mže mezi Tachovem a Stříbrem.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400615,"Brabec E.",1971,"Příspěvek k ekologii sutí Českého středohoří.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400616,"Brabec E.",1973,"Ekologie sutí Českého středohoří, druhé přiblížení.","Ms. [Rigor. pr., depon. in: PřF UK, Praha.]"
400617,"Felnerová M.",1997,"Geobotanická studie k návrhu zřízení přírodního parku v podhůří Králického Sněžníku.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
400618,"Balátová-Tuláčková E. et Husáková J.",1999,"Příspěvek k poznání travinných společenstev Šumavy.","Erica, Plzeň, 8: 85-92."
400619,"Večerková G.",1996,"Analýza populační struktury vybraných druhů bylinného patra v lužním lese.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400620,"Halčinová B.",1996,"Biologie a ekologie druhů Veratrum lobelianum Bernh. a Heracleum mantegazzianum Sommier et Levier.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400621,"Malina P.",1997,"Geobotanická charakteristika masívu Lysé hory.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400622,"Kolbek J. et Kurková J.",1979,"Cymbalarietum muralis Görs 1966 v průhonickém parku.","Zpr. Čs. Bot. Společ., Praha, 14: 23-25."
400623,"Zatloukal V.",1991,"Synantropní vegetace intravilánu obce Skrbeň.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400624,"Pěnčíková M.",1984,"Společenstva smrčin v povodí Desné v Hrubém Jeseníku.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400625,"Ducháčková L.",1986,"Inventarizace vegetačního krytu Slavické obory.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400626,"Pivničková M.",1971,"Vegetační poměry na území nové pražské Botanické zahrady v Praze-Troji.","Zpr. Čs. Bot. Společ., Praha, 6: 85-95."
400627,"Horáková E.",1972,"Geobotanická studie o xerotermní vegetaci jižní části Moravské brány.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400628,"Gábová K.",1997,"Vegetace zemědělských hald u Malé Moravy ve vztahu k ekologickým faktorům prostředí.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400629,"Grygar F.",1993,"Ruderální vegetace a rostlinná společenstva na sídlišti Povelka v Olomouci.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400630,"Borunský J.",1994,"Floristický výzkum jihozápadní části chráněné krajinné oblasti Litovelské Pomoraví.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
400631,"Gadasová M.",1993,"Společenstva svazu Arrhenatherion v Hornomoravském úvalu a srovnání společenstev svazu zaznamenaných na území České republiky.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
